satd id,satd instance,project,committer name,Commit Hash,old comment,New Comment,resolution,Method Signature,Method Declaration,Method Body
190,-1413930430,apache/log4j,Ceki Gulcu,23a7c94ac88ed1bc2311a317419e7485d6df3d47,None,threadName cannot be null in a properly constructed LoggingEvent,SATD_ADDED,equals(Object),public boolean equals(Object rObject),"
    if (this == rObject) {
        return true;
    }
    if (!(rObject instanceof LoggingEvent)) {
        return false;
    }
    LoggingEvent rEvent = (LoggingEvent) rObject;
    // timeStamp cannot be null
    if (timeStamp != rEvent.timeStamp) {
        return false;
    }
    // level cannot be null
    if (level != rEvent.level) {
        return false;
    }
    // threadName cannot be null in a properly constructed LoggingEvent
    if (!threadName.equals(rEvent.threadName)) {
        return false;
    }
    if (message == null) {
        if (rEvent.message != null) {
            return false;
        }
    } else if (!message.equals(rEvent.message)) {
        return false;
    }
    if (properties == null) {
        if (rEvent.message != null) {
            return false;
        }
    } else if (!properties.equals(rEvent.properties)) {
        return false;
    }
    if (mdcCopy == null) {
        if (rEvent.mdcCopy != null) {
            return false;
        }
    } else if (!mdcCopy.equals(rEvent.mdcCopy)) {
        return false;
    }
    if (ndc == null) {
        if (rEvent.ndc != null) {
            return false;
        }
    } else if (!ndc.equals(rEvent.ndc)) {
        return false;
    }
    if (throwableInfo == null) {
        if (rEvent.throwableInfo != null) {
            return false;
        }
    } else if (!throwableInfo.equals(rEvent.throwableInfo)) {
        return false;
    }
    if (locationInfo == null) {
        if (rEvent.locationInfo != null) {
            return false;
        }
    } else if (!locationInfo.equals(rEvent.locationInfo)) {
        return false;
    }
    // we can now safely assume that the two events are equal.
    return true;
"
188,-1413930431,apache/log4j,Ceki Gulcu,2b1f10e3f71151e3dd89ef9e09abffc2b8928114,None,TODO think of good mnemonics and HotKey for this action,SATD_ADDED,createCustomExpressionPanelAction(),private Action createCustomExpressionPanelAction(),"
    final JDialog dialog = new JDialog(logui, ""Define tab"", true);
    dialog.getContentPane().add(getCustomExpressionPanel());
    dialog.pack();
    Action createExpressionPanel = new AbstractAction("""", ChainsawIcons.ICON_HELP) {

        public void actionPerformed(ActionEvent arg0) {
            dialog.setVisible(true);
        }
    };
    createExpressionPanel.putValue(Action.SHORT_DESCRIPTION, ""Create custom expression LogPanel..."");
    // TODO think of good mnemonics and HotKey for this action
    return createExpressionPanel;
"
184,-1413930433,apache/log4j,Ceki Gulcu,dfef5e8d6b2f78dd78c24965b08356ce8d028d92,None,"so, resource is not a URL:
attempt to get the resource from the class loader path
please read the javadocs for Loader.getResource for the exact
algorithm.",SATD_ADDED,getLoggerRepository(),public LoggerRepository getLoggerRepository(),"
    String loggingContextName = null;
    Context ctx = null;
    try {
        ctx = new InitialContext();
        loggingContextName = (String) ctx.lookup(JNDI_CONTEXT_NAME);
    } catch (NamingException ne) {
        // we can't log here
        // debug minor issue in Tomcat5 where, after the first webapp install,
        // the second webapp first fails the JNDI lookup and Log4j reports that
        // ""no appenders could be found"".  Subsequent webapp installs report the
        // same except with no ""no appenders could be found"" message.  However,
        // the appender do indeed work so I'm not sure why it is reported that
        // they don't?  No issues like this in Tomcat4.
        // System.out.println(""failed to look up logging context!"");
        ;
    }
    if (loggingContextName == null) {
        return defaultRepository;
    } else {
        Hierarchy hierarchy = (Hierarchy) hierMap.get(loggingContextName);
        if (hierarchy == null) {
            // create new hierarchy
            hierarchy = new Hierarchy(new RootCategory(Level.DEBUG));
            hierMap.put(loggingContextName, hierarchy);
            // configure it
            try {
                String configResourceStr = (String) ctx.lookup(JNDI_CONFIGURATION_RESOURCE);
                URL url;
                try {
                    url = new URL(configResourceStr);
                } catch (MalformedURLException ex) {
                    // so, resource is not a URL:
                    // attempt to get the resource from the class loader path
                    // please read the javadocs for Loader.getResource for the exact
                    // algorithm.
                    url = Loader.getResource(configResourceStr);
                }
                // If we have a non-null url, then delegate the rest of the
                // configuration to the OptionConverter.selectAndConfigure
                // method.
                if (url != null) {
                    LogLog.debug(""Using URL ["" + url + ""] for automatic log4j configuration."");
                    OptionConverter.selectAndConfigure(url, null, hierarchy);
                } else {
                    LogLog.debug(""Could not find resources to perform automatic configuration."");
                }
            } catch (NamingException ne) {
            }
        }
        return hierarchy;
    }
"
183,-1413930434,apache/log4j,Paul Jeffrey Smith,765875de40b96ca5be0d2e96479a015dadd6a739,None,TODO this should all be in a config file,SATD_ADDED,actionPerformed(ActionEvent),public void actionPerformed(ActionEvent e),"
    System.exit(0);
"
182,-1413930435,apache/log4j,Paul Jeffrey Smith,765875de40b96ca5be0d2e96479a015dadd6a739,None,TODO remove the plugin from the gui,SATD_ADDED,actionPerformed(ActionEvent),public void actionPerformed(ActionEvent e),"
    System.exit(0);
"
179,-1413930437,apache/log4j,Paul Jeffrey Smith,f45056b1a7489b6273f5ff26664c6788f29244de,None,TODO: handle exception,SATD_ADDED,getHelpURL(),public final URL getHelpURL(),"
    return helpURL;
"
178,-1413930438,apache/log4j,Paul Jeffrey Smith,0d1bc03ceaf04880c70dfe06ede90da7603f683c,None,TODO Create a resource not found url,SATD_ADDED,showHelpForClass(Class),public void showHelpForClass(Class c),"
    String name = c.getName();
    name = name.replace('.', '/');
    URL url = helpLocator.findResource(name);
    if (url != null) {
        setHelpURL(url);
    } else {
        // TODO Create a resource not found url
        setHelpURL(ChainsawConstants.WELCOME_URL);
    }
"
177,-1413930439,apache/log4j,Paul Jeffrey Smith,0d1bc03ceaf04880c70dfe06ede90da7603f683c,None,TODO setup all the base URLs in the default.properties and configure in ApplicationPreferenceModel,SATD_ADDED,getHelpURL(),public final URL getHelpURL(),"
    return helpURL;
"
175,-1413930440,apache/log4j,Paul Jeffrey Smith,bc50e850e3193f556c6c22631eb0fc54a64a9cbf,None,"TODO This needs to convert the FQN class name into a valid help URL.
TODO Be also nice to be able to set a BaseHelpURL or something instead of hitting the Apache server.",SATD_ADDED,showHelpForClass(Class),public void showHelpForClass(Class class1),"
    // TODO This needs to convert the FQN class name into a valid help URL.
    // TODO Be also nice to be able to set a BaseHelpURL or something instead of hitting the Apache server.
    setHelpURL(ChainsawConstants.WELCOME_URL);
"
172,-1413930441,apache/log4j,Paul Jeffrey Smith,52991087d7eb4a160d14f7d7193ae877777ff51a,None,TODO Determine if the property is one of the ones a User could edit,SATD_ADDED,"isCellEditable(int, int)","public boolean isCellEditable(int rowIndex, int columnIndex)","
    // TODO Determine if the property is one of the ones a User could edit
    if (columnIndex == 1) {
        return descriptors[rowIndex].getWriteMethod() != null;
    }
    return false;
"
171,-1413930442,apache/log4j,Paul Jeffrey Smith,52991087d7eb4a160d14f7d7193ae877777ff51a,None,TODO: handle exception,SATD_ADDED,initComponents(),private void initComponents(),"
    setPreferredSize(new Dimension(160, 120));
    setLayout(new BorderLayout());
    scrollPane.setViewportView(propertyTable);
    add(scrollPane, BorderLayout.CENTER);
    propertyTable.setModel(new DefaultTableModel());
    // TODO when all the correct CellEditors are in place, remove this line
    propertyTable.setEnabled(false);
"
170,-1413930443,apache/log4j,Paul Jeffrey Smith,52991087d7eb4a160d14f7d7193ae877777ff51a,None,TODO handle else condition,SATD_ADDED,initComponents(),private void initComponents(),"
    setPreferredSize(new Dimension(160, 120));
    setLayout(new BorderLayout());
    scrollPane.setViewportView(propertyTable);
    add(scrollPane, BorderLayout.CENTER);
    propertyTable.setModel(new DefaultTableModel());
    // TODO when all the correct CellEditors are in place, remove this line
    propertyTable.setEnabled(false);
"
168,-1413930480,apache/log4j,Paul Jeffrey Smith,d0b8b519f203349fb9a7cf9bee71e6499c05256e,TODO enable this when it's ready.,TODO enable this when it's ready.,CLASS_OR_METHOD_CHANGED,evaluate(LoggingEvent),public boolean evaluate(LoggingEvent e),"
    return true;
"
167,-1413930445,apache/log4j,Paul Jeffrey Smith,d0b8b519f203349fb9a7cf9bee71e6499c05256e,"need to ensure the button doens't update itself with the text, looks stupid otherwise","need to ensure the button doens't update itself with the text, looks stupid otherwise",CLASS_OR_METHOD_CHANGED,evaluate(LoggingEvent),public boolean evaluate(LoggingEvent e),"
    return true;
"
165,-1413930450,apache/log4j,Paul Jeffrey Smith,d0b8b519f203349fb9a7cf9bee71e6499c05256e,"TODO decide if Multi-selection is useful, and how it would work","TODO decide if Multi-selection is useful, and how it would work",CLASS_OR_METHOD_CHANGED,evaluate(LoggingEvent),public boolean evaluate(LoggingEvent e),"
    return true;
"
164,-1413930452,apache/log4j,Paul Jeffrey Smith,742f8f847fcdd4a819fb239b516b5bef95d2be9b,"The information contained within the request is another source of
distinctive information. It might reveal the users name, date of request,
request ID etc. In servlet type environments, much information is
contained in cookies.","The information contained within the request is another source of
distinctive information. It might reveal the users name, date of request,
request ID etc. In servlet type environments, much information is
contained in cookies.",FILE_PATH_CHANGED,factor(int),public int[] factor(int number) throws RemoteException,"
    // The client's host is an important source of information.
    try {
        NDC.push(this.getClientHost());
    } catch (java.rmi.server.ServerNotActiveException e) {
        // we are being called from same VM
        NDC.push(""localhost"");
    }
    // The information contained within the request is another source of
    // distinctive information. It might reveal the users name, date of request,
    // request ID etc. In servlet type environments, much information is
    // contained in cookies.
    NDC.push(String.valueOf(number));
    cat.info(""Beginning to factor."");
    if (number <= 0) {
        throw new IllegalArgumentException(number + "" is not a positive integer."");
    } else if (number == 1)
        return new int[] { 1 };
    Vector factors = new Vector();
    int n = number;
    for (int i = 2; (i <= n) && (i * i <= number); i++) {
        // It is bad practice to place log requests within tight loops.
        // It is done here to show interleaved log output from
        // different requests.
        cat.debug(""Trying to see if "" + i + "" is a factor."");
        if ((n % i) == 0) {
            cat.info(""Found factor "" + i);
            factors.addElement(new Integer(i));
            do {
                n /= i;
            } while ((n % i) == 0);
        }
        // Placing artificial delays in tight-loops will also lead to sub-optimal
        // resuts. :-)
        delay(100);
    }
    if (n != 1) {
        cat.info(""Found factor "" + n);
        factors.addElement(new Integer(n));
    }
    int len = factors.size();
    int[] result = new int[len];
    for (int i = 0; i < len; i++) {
        result[i] = ((Integer) factors.elementAt(i)).intValue();
    }
    // Before leaving a thread we call NDC.remove. This deletes the reference
    // to the thread in the internal hash table. Version 0.8.5 introduces a
    // a lazy removal mechanism in case you forget to call remove when
    // exiting a thread. See the java documentation in NDC.remove for further
    // details.
    NDC.remove();
    return result;
"
162,-1413930480,apache/log4j,Paul Jeffrey Smith,80a8f7cb4b321a762f0a292b9b49dbc30ac11c89,TODO enable this when it's ready.,TODO enable this when it's ready.,CLASS_OR_METHOD_CHANGED,mouseMoved(MouseEvent),public void mouseMoved(MouseEvent e),"
    // LogLog.debug(e.toString());
    if ((e.getModifiers() & InputEvent.CTRL_MASK) > 0 && (e.getModifiers() & InputEvent.SHIFT_MASK) > 0) {
        logTree.setCursor(ignoreCursor);
    } else if ((e.getModifiers() & InputEvent.CTRL_MASK) > 0) {
        logTree.setCursor(focusOnCursor);
    } else {
        logTree.setCursor(Cursor.getDefaultCursor());
    }
"
161,-1413930470,apache/log4j,Paul Jeffrey Smith,80a8f7cb4b321a762f0a292b9b49dbc30ac11c89,"need to ensure the button doens't update itself with the text, looks stupid otherwise","need to ensure the button doens't update itself with the text, looks stupid otherwise",CLASS_OR_METHOD_CHANGED,mouseMoved(MouseEvent),public void mouseMoved(MouseEvent e),"
    // LogLog.debug(e.toString());
    if ((e.getModifiers() & InputEvent.CTRL_MASK) > 0 && (e.getModifiers() & InputEvent.SHIFT_MASK) > 0) {
        logTree.setCursor(ignoreCursor);
    } else if ((e.getModifiers() & InputEvent.CTRL_MASK) > 0) {
        logTree.setCursor(focusOnCursor);
    } else {
        logTree.setCursor(Cursor.getDefaultCursor());
    }
"
160,-1413930450,apache/log4j,Paul Jeffrey Smith,80a8f7cb4b321a762f0a292b9b49dbc30ac11c89,"TODO decide if Multi-selection is useful, and how it would work","TODO decide if Multi-selection is useful, and how it would work",CLASS_OR_METHOD_CHANGED,mouseMoved(MouseEvent),public void mouseMoved(MouseEvent e),"
    // LogLog.debug(e.toString());
    if ((e.getModifiers() & InputEvent.CTRL_MASK) > 0 && (e.getModifiers() & InputEvent.SHIFT_MASK) > 0) {
        logTree.setCursor(ignoreCursor);
    } else if ((e.getModifiers() & InputEvent.CTRL_MASK) > 0) {
        logTree.setCursor(focusOnCursor);
    } else {
        logTree.setCursor(Cursor.getDefaultCursor());
    }
"
158,-1413930447,apache/log4j,Paul Jeffrey Smith,dba2c03b6f2eb3ee5500e074eed9666183c0bdc7,TODO: Replace the array list creating with the standard way of retreiving the Level set. (TBD),"TODO: Replace the array list creating with the standard way of
retreiving the Level set. (TBD)",SATD_CHANGED,actionPerformed(ActionEvent),public void actionPerformed(ActionEvent e),"
    System.exit(0);
"
157,-1413930448,apache/log4j,Paul Jeffrey Smith,b89b60ad7d80a4c800f31f9b4088ebe81b699394,None,TODO: handle exception,SATD_ADDED,actionPerformed(ActionEvent),public void actionPerformed(ActionEvent e),"
    String name = """";
    URL url = null;
    if (!remoteURL) {
        if (chooser == null) {
            chooser = new JFileChooser();
        }
        chooser.setDialogTitle(""Load Events from XML file..."");
        chooser.setAcceptAllFileFilterUsed(true);
        chooser.setFileFilter(new FileFilter() {

            public boolean accept(File f) {
                return (f.getName().toLowerCase().endsWith("".xml"") || f.isDirectory());
            }

            public String getDescription() {
                return ""XML files (*.xml)"";
            }
        });
        chooser.showOpenDialog(parent);
        File selectedFile = chooser.getSelectedFile();
        try {
            url = selectedFile.toURL();
            name = ""localhost:"" + selectedFile.getName();
        } catch (Exception ex) {
        // TODO: handle exception
        }
    } else {
        String urltext = JOptionPane.showInputDialog(parent, ""<html>Please type in the <b>complete</b> URL to the remote XML source.</html>"", ""file://"");
        if (urltext != null) {
            try {
                url = new URL(urltext);
            } catch (Exception ex) {
                JOptionPane.showMessageDialog(parent, ""'"" + urltext + ""' is not a valid URL."");
            }
        }
    }
    if (url != null) {
        Map additionalProperties = new HashMap();
        additionalProperties.put(ChainsawConstants.LOG4J_MACHINE_KEY, name);
        decoder.setAdditionalProperties(additionalProperties);
        final URL urlToUse = url;
        new Thread(new Runnable() {

            public void run() {
                try {
                    Vector events = decoder.decode(urlToUse);
                    parent.handler.appendBatch(events);
                } catch (IOException e1) {
                    // TODO Handle the error with a nice msg
                    LOG.error(e1);
                }
            }
        }).start();
    }
"
156,-1413930449,apache/log4j,Scott Deboy,d2794a0aad70a514bae5e610777e99a027147780,None,TODO think of good mnemonics and HotKey for this action,SATD_ADDED,createShowColorPanelAction(),private Action createShowColorPanelAction(),"
    Action showColorPanel = new AbstractAction("""", ChainsawIcons.ICON_PREFERENCES) {

        public void actionPerformed(ActionEvent arg0) {
            LogPanel logPanel = logui.getCurrentLogPanel();
            if (logPanel != null) {
                logPanel.showColorPanel();
            }
        }
    };
    showColorPanel.putValue(Action.SHORT_DESCRIPTION, ""LogPanel Color Filter..."");
    // TODO think of good mnemonics and HotKey for this action
    return showColorPanel;
"
155,-1413930480,apache/log4j,Paul Jeffrey Smith,d5acfe6eac395e6aef8dc2ef6d115f55d3b67526,TODO enable this when it's ready.,TODO enable this when it's ready.,CLASS_OR_METHOD_CHANGED,evaluate(LoggingEvent),public boolean evaluate(LoggingEvent e),"
    return true;
"
154,-1413930470,apache/log4j,Paul Jeffrey Smith,d5acfe6eac395e6aef8dc2ef6d115f55d3b67526,"need to ensure the button doens't update itself with the text, looks stupid otherwise","need to ensure the button doens't update itself with the text, looks stupid otherwise",CLASS_OR_METHOD_CHANGED,evaluate(LoggingEvent),public boolean evaluate(LoggingEvent e),"
    return true;
"
153,-1413930450,apache/log4j,Paul Jeffrey Smith,d5acfe6eac395e6aef8dc2ef6d115f55d3b67526,"TODO decide if Multi-selection is useful, and how it would work","TODO decide if Multi-selection is useful, and how it would work",CLASS_OR_METHOD_CHANGED,evaluate(LoggingEvent),public boolean evaluate(LoggingEvent e),"
    return true;
"
151,-1413930451,apache/log4j,Ceki Gulcu,39252aa23f50ea749df34532c1f975aab8f2ea65,None,TODO check the model if this is selected,SATD_ADDED,"getListCellRendererComponent(JList, Object, int, boolean, boolean)","public Component getListCellRendererComponent(JList list, Object value, int index, boolean isSelected, boolean cellHasFocus)","
    setText(value.toString());
    setBackground(isSelected ? list.getSelectionBackground() : list.getBackground());
    setForeground(isSelected ? list.getSelectionForeground() : list.getForeground());
    setFont(list.getFont());
    setBorder(cellHasFocus ? UIManager.getBorder(""List.focusCellHighlightBorder"") : noFocusBorder);
    // TODO check the model if this is selected
    return this;
"
148,-1413930452,apache/log4j,Paul Jeffrey Smith,49c9ac1f4169000f90dc0b7710f61278aa717ed7,"The information contained within the request is another source of
distinctive information. It might reveal the users name, date of request,
request ID etc. In servlet type environments, much information is
contained in cookies.","The information contained within the request is another source of
distinctive information. It might reveal the users name, date of request,
request ID etc. In servlet type environments, much information is
contained in cookies.",FILE_PATH_CHANGED,factor(int),public int[] factor(int number) throws RemoteException,"
    // The client's host is an important source of information.
    try {
        NDC.push(this.getClientHost());
    } catch (java.rmi.server.ServerNotActiveException e) {
        // we are being called from same VM
        NDC.push(""localhost"");
    }
    // The information contained within the request is another source of
    // distinctive information. It might reveal the users name, date of request,
    // request ID etc. In servlet type environments, much information is
    // contained in cookies.
    NDC.push(String.valueOf(number));
    cat.info(""Beginning to factor."");
    if (number <= 0) {
        throw new IllegalArgumentException(number + "" is not a positive integer."");
    } else if (number == 1)
        return new int[] { 1 };
    Vector factors = new Vector();
    int n = number;
    for (int i = 2; (i <= n) && (i * i <= number); i++) {
        // It is bad practice to place log requests within tight loops.
        // It is done here to show interleaved log output from
        // different requests.
        cat.debug(""Trying to see if "" + i + "" is a factor."");
        if ((n % i) == 0) {
            cat.info(""Found factor "" + i);
            factors.addElement(new Integer(i));
            do {
                n /= i;
            } while ((n % i) == 0);
        }
        // Placing artificial delays in tight-loops will also lead to sub-optimal
        // resuts. :-)
        delay(100);
    }
    if (n != 1) {
        cat.info(""Found factor "" + n);
        factors.addElement(new Integer(n));
    }
    int len = factors.size();
    int[] result = new int[len];
    for (int i = 0; i < len; i++) {
        result[i] = ((Integer) factors.elementAt(i)).intValue();
    }
    // Before leaving a thread we call NDC.remove. This deletes the reference
    // to the thread in the internal hash table. Version 0.8.5 introduces a
    // a lazy removal mechanism in case you forget to call remove when
    // exiting a thread. See the java documentation in NDC.remove for further
    // details.
    NDC.remove();
    return result;
"
145,-1413930453,apache/log4j,Paul Jeffrey Smith,554511eabc7fa964de70990882050bdd4ed73b5e,None,"TODO undocked toolbar is broken
f.getContentPane().add(",SATD_ADDED,newKeyAdded(NewKeyEvent),public void newKeyAdded(NewKeyEvent e),"
    table.addColumn(new TableColumn(e.getNewModelIndex()));
"
144,-1413930454,apache/log4j,Paul Jeffrey Smith,554511eabc7fa964de70990882050bdd4ed73b5e,None,TODO fix this menu so that columns can be hidden/displayed,SATD_ADDED,newKeyAdded(NewKeyEvent),public void newKeyAdded(NewKeyEvent e),"
    table.addColumn(new TableColumn(e.getNewModelIndex()));
"
140,-1413930455,apache/log4j,Paul Jeffrey Smith,0cc749b722a851cd985cfaa98c143c9535355ff5,TODO MDC event stuff is not being output correctly,TODO MDC event stuff is not being output correctly,SATD_MOVED_FILE,newKeyAdded(NewKeyEvent),public void newKeyAdded(NewKeyEvent e),"
    table.addColumn(new TableColumn(e.getNewModelIndex()));
"
139,-1413930456,apache/log4j,Paul Jeffrey Smith,0cc749b722a851cd985cfaa98c143c9535355ff5,"TODO fix up this Set Cast-O-Rama
also add it to the unique values list","TODO fix up this Set Cast-O-Rama
also add it to the unique values list",SATD_MOVED_FILE,newKeyAdded(NewKeyEvent),public void newKeyAdded(NewKeyEvent e),"
    table.addColumn(new TableColumn(e.getNewModelIndex()));
"
138,-1413930457,apache/log4j,Paul Jeffrey Smith,0cc749b722a851cd985cfaa98c143c9535355ff5,TODO Rest of the load settings,TODO Rest of the load settings,SATD_MOVED_FILE,newKeyAdded(NewKeyEvent),public void newKeyAdded(NewKeyEvent e),"
    table.addColumn(new TableColumn(e.getNewModelIndex()));
"
137,-1413930458,apache/log4j,Paul Jeffrey Smith,0cc749b722a851cd985cfaa98c143c9535355ff5,TODO save display rule settings,TODO save display rule settings,SATD_MOVED_FILE,newKeyAdded(NewKeyEvent),public void newKeyAdded(NewKeyEvent e),"
    table.addColumn(new TableColumn(e.getNewModelIndex()));
"
136,-1413930459,apache/log4j,Paul Jeffrey Smith,0cc749b722a851cd985cfaa98c143c9535355ff5,"TODO more Rule implementation here.
displayFilter.setCustomFilter(
new DisplayFilterEntry(
(String) customFilterList.getSelectedItem(),","TODO more Rule implementation here.
displayFilter.setCustomFilter(
new DisplayFilterEntry(
(String) customFilterList.getSelectedItem(),",SATD_MOVED_FILE,newKeyAdded(NewKeyEvent),public void newKeyAdded(NewKeyEvent e),"
    table.addColumn(new TableColumn(e.getNewModelIndex()));
"
135,-1413930460,apache/log4j,Paul Jeffrey Smith,0cc749b722a851cd985cfaa98c143c9535355ff5,TODO Display rule stuff,TODO Display rule stuff,SATD_MOVED_FILE,newKeyAdded(NewKeyEvent),public void newKeyAdded(NewKeyEvent e),"
    table.addColumn(new TableColumn(e.getNewModelIndex()));
"
134,-1413930461,apache/log4j,Paul Jeffrey Smith,0cc749b722a851cd985cfaa98c143c9535355ff5,HACK - fix the way columns are sized..should be saved off and loaded later,HACK - fix the way columns are sized..should be saved off and loaded later,SATD_MOVED_FILE,newKeyAdded(NewKeyEvent),public void newKeyAdded(NewKeyEvent e),"
    table.addColumn(new TableColumn(e.getNewModelIndex()));
"
133,-1413930462,apache/log4j,Paul Jeffrey Smith,0cc749b722a851cd985cfaa98c143c9535355ff5,TODO refactor so that LogPanel itself knows if Tooltips are enabled,TODO refactor so that LogPanel itself knows if Tooltips are enabled,SATD_MOVED_FILE,newKeyAdded(NewKeyEvent),public void newKeyAdded(NewKeyEvent e),"
    table.addColumn(new TableColumn(e.getNewModelIndex()));
"
132,-1413930463,apache/log4j,Paul Jeffrey Smith,0cc749b722a851cd985cfaa98c143c9535355ff5,TODO reload new Display rule for this panel,TODO reload new Display rule for this panel,SATD_MOVED_FILE,newKeyAdded(NewKeyEvent),public void newKeyAdded(NewKeyEvent e),"
    table.addColumn(new TableColumn(e.getNewModelIndex()));
"
131,-1413930464,apache/log4j,Paul Jeffrey Smith,3fd8fbc941ca5c9a9c2cc62361516784b54ff72d,None,TODO save display rule settings,SATD_ADDED,actionPerformed(ActionEvent),public void actionPerformed(ActionEvent e),"
    System.exit(0);
"
130,-1413930465,apache/log4j,Paul Jeffrey Smith,3fd8fbc941ca5c9a9c2cc62361516784b54ff72d,None,"TODO more Rule implementation here.
displayFilter.setCustomFilter(
new DisplayFilterEntry(
(String) customFilterList.getSelectedItem(),",SATD_ADDED,actionPerformed(ActionEvent),public void actionPerformed(ActionEvent e),"
    System.exit(0);
"
129,-1413930466,apache/log4j,Paul Jeffrey Smith,3fd8fbc941ca5c9a9c2cc62361516784b54ff72d,None,TODO Display rule stuff,SATD_ADDED,actionPerformed(ActionEvent),public void actionPerformed(ActionEvent e),"
    System.exit(0);
"
128,-1413930467,apache/log4j,Paul Jeffrey Smith,3fd8fbc941ca5c9a9c2cc62361516784b54ff72d,None,TODO refactor so that LogPanel itself knows if Tooltips are enabled,SATD_ADDED,actionPerformed(ActionEvent),public void actionPerformed(ActionEvent e),"
    System.exit(0);
"
127,-1413930468,apache/log4j,Paul Jeffrey Smith,3fd8fbc941ca5c9a9c2cc62361516784b54ff72d,None,TODO reload new Display rule for this panel,SATD_ADDED,actionPerformed(ActionEvent),public void actionPerformed(ActionEvent e),"
    System.exit(0);
"
123,-1413930469,apache/log4j,Paul Jeffrey Smith,d41228cc95ab66bc19e91207f2093bd6cbfd09dc,None,TODO not everything catered for here yet...,SATD_ADDED,"compare(Object, Object)","public int compare(Object o1, Object o2)","
    int sort = 1;
    if (o1 instanceof LoggingEvent && o2 instanceof LoggingEvent) {
        // TODO not everything catered for here yet...
        LoggingEvent e1 = (LoggingEvent) o1;
        LoggingEvent e2 = (LoggingEvent) o2;
        switch(index + 1) {
            case ChainsawColumns.INDEX_LEVEL_COL_NAME:
                sort = e1.getLevel().isGreaterOrEqual(e2.getLevel()) ? 1 : (-1);
                break;
            case ChainsawColumns.INDEX_LOGGER_COL_NAME:
                sort = e1.getLoggerName().compareToIgnoreCase(e2.getLoggerName());
                break;
            case ChainsawColumns.INDEX_MESSAGE_COL_NAME:
                sort = e1.getMessage().toString().compareToIgnoreCase(e2.getMessage().toString());
                break;
            case ChainsawColumns.INDEX_METHOD_COL_NAME:
                if ((e1.getLocationInformation() != null) & (e2.getLocationInformation() != null)) {
                    sort = e1.getLocationInformation().getMethodName().compareToIgnoreCase(e2.getLocationInformation().getMethodName());
                }
                break;
            case ChainsawColumns.INDEX_CLASS_COL_NAME:
                if ((e1.getLocationInformation() != null) & (e2.getLocationInformation() != null)) {
                    sort = e1.getLocationInformation().getClassName().compareToIgnoreCase(e2.getLocationInformation().getClassName());
                }
                break;
            case ChainsawColumns.INDEX_FILE_COL_NAME:
                if ((e1.getLocationInformation() != null) & (e2.getLocationInformation() != null)) {
                    sort = e1.getLocationInformation().getFileName().compareToIgnoreCase(e2.getLocationInformation().getFileName());
                }
                break;
            case ChainsawColumns.INDEX_TIMESTAMP_COL_NAME:
                sort = (e1.timeStamp < e2.timeStamp ? -1 : (e1.timeStamp == e2.timeStamp ? 0 : 1));
                break;
            case ChainsawColumns.INDEX_THREAD_COL_NAME:
                sort = e1.getThreadName().compareToIgnoreCase(e2.getThreadName());
                break;
        }
    }
    sort = (sort == 0) ? 0 : ((sort < 0) ? (-1) : 1);
    if (!ascending && (sort != 0)) {
        sort = (sort < 0) ? 1 : (-1);
    }
    return sort;
"
122,-1413930470,apache/log4j,Paul Jeffrey Smith,b56782ec09ea8920cb29159209db175d6ee1ba29,None,"need to ensure the button doens't update itself with the text, looks stupid otherwise",SATD_ADDED,getToolTipText(MouseEvent),public String getToolTipText(MouseEvent ev),"
    if (ev == null) {
        return null;
    }
    TreePath path = logTree.getPathForLocation(ev.getX(), ev.getY());
    return getLoggerName(path);
"
120,-1413930472,apache/log4j,Paul Jeffrey Smith,0f5f5baf2d50a23710365d884520a4861df4b9b7,None,TODO MDC event stuff is not being output correctly,SATD_ADDED,actionPerformed(ActionEvent),public void actionPerformed(ActionEvent e),"
    System.exit(0);
"
119,-1413930473,apache/log4j,Paul Jeffrey Smith,0f5f5baf2d50a23710365d884520a4861df4b9b7,None,"TODO fix up this Set Cast-O-Rama
also add it to the unique values list",SATD_ADDED,actionPerformed(ActionEvent),public void actionPerformed(ActionEvent e),"
    System.exit(0);
"
118,-1413930474,apache/log4j,Paul Jeffrey Smith,0f5f5baf2d50a23710365d884520a4861df4b9b7,None,TODO remove this when ready,SATD_ADDED,actionPerformed(ActionEvent),public void actionPerformed(ActionEvent e),"
    System.exit(0);
"
116,-1413930476,apache/log4j,Paul Jeffrey Smith,1672b02eb269209e396ac6db0d5f8cb5454397b7,None,TODO this is broken while the change from Vectors -> LoggingEvents occurs,SATD_ADDED,addFilterChangedListener(FilterChangedListener),public void addFilterChangedListener(FilterChangedListener listener),"
    filterListeners.add(listener);
"
115,-1413930477,apache/log4j,Paul Jeffrey Smith,c554e534361610b689c2cb81c5492901e948c964,None,TODO change when filtering refactor done.,SATD_ADDED,run(),public void run(),"
    synchronized (syncLock) {
        // TODO change when filtering refactor done.
        if (displayFilter != null) {
            filteredList.clear();
            Vector v2 = null;
            Iterator iter = unfilteredList.iterator();
            while (iter.hasNext()) {
                v2 = (Vector) iter.next();
                if (displayFilter.isDisplayed(v2)) {
                    filteredList.add(v2);
                }
            }
        }
        if (sortEnabled) {
            sort();
        }
    }
    fireTableDataChanged();
    notifyCountListeners();
"
